start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,consent,reason_mistake,mistake_type,mistake_type_21_text,mistake_cause,mistake_cause_16_text,stress,workflow,experience,comment,comment_modified,experience_modified
2023-06-20 13:50:06,2023-06-20 13:50:32,IP Address,100,26,True,2023-06-20 13:50:34,R_3lERdzNjHF5Dq6D,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 13:50:48,2023-06-20 13:53:52,IP Address,100,184,True,2023-06-20 13:53:54,R_2c28e6qVtdiPvRV,email,EN,Yes,partially,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,"extreme stress
6",Yes,NA,NA,not modified,not modified
2023-06-20 13:54:13,2023-06-20 13:54:34,IP Address,100,21,True,2023-06-20 13:54:35,R_3hGfrPxppqBVZwc,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 13:56:10,2023-06-20 13:56:59,IP Address,100,48,True,2023-06-20 13:57:01,R_2EzBSW8DuTEhDw9,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 13:55:52,2023-06-20 13:58:24,IP Address,100,152,True,2023-06-20 13:58:26,R_2UXhMmZbEMM0W6t,email,EN,Yes,it was the main reason,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,5,Yes,NA,NA,not modified,not modified
2023-06-20 13:59:23,2023-06-20 14:01:23,IP Address,100,119,True,2023-06-20 14:01:28,R_1q8sFVF8IBSjnXY,email,EN,Yes,partially,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,"extreme stress
6",Yes,NA,NA,not modified,not modified
2023-06-20 13:53:21,2023-06-20 14:01:55,IP Address,100,513,True,2023-06-20 14:01:57,R_2SviRtbc6b2SzTE,email,EN,Yes,partially,"Other, please specify:",Reuse of material from our already published article,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,2,No,"Retraction can be avoided if
1. Corresponding author takes an active role in reviewing and finalizing the article.
2. If the journal editorial office checks the plagiarism before sending the article for the review process.",NA,not modified,not modified
2023-06-15 14:25:03,2023-06-20 14:03:27,IP Address,100,430704,True,2023-06-20 14:03:30,R_RLwGn55sRGrCs2l,email,EN,Yes,partially,"Other, please specify:",Incorrect pictures to illustrate protein expression variation (WB),"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,4,Yes,NA,NA,not modified,not modified
2023-06-20 14:13:44,2023-06-20 14:17:04,IP Address,100,199,True,2023-06-20 14:17:05,R_XiyerEbsrCUj0DD,email,EN,Yes,it was the main reason,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,2,Yes,We learned we need to QC all collected data and confirm identity of data sets by independent means.,NA,not modified,not modified
2023-06-20 14:17:55,2023-06-20 14:18:31,IP Address,100,36,True,2023-06-20 14:18:35,R_xs97U0bXKca2e0V,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 14:17:45,2023-06-20 14:18:51,IP Address,100,65,True,2023-06-20 14:18:52,R_3DkCteMxym1gTE9,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 14:17:11,2023-06-20 14:19:48,IP Address,100,156,True,2023-06-20 14:19:49,R_1IRckPE68TwI798,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 14:22:04,2023-06-20 14:22:26,Spam,100,22,True,2023-06-20 14:22:28,R_0uIkQ0MFzjbFW5r,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 14:31:06,2023-06-20 14:33:24,IP Address,100,137,True,2023-06-20 14:33:27,R_3PGdRfqPlth8Ngj,email,EN,Yes,partially,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,4,Yes,NA,NA,not modified,not modified
2023-06-20 15:05:56,2023-06-20 15:13:33,IP Address,100,457,True,2023-06-20 15:13:35,R_yVlvb1wTcfi1INX,email,EN,Yes,partially,"Other, please specify:",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,"extreme stress
6",Yes,"This work I did in Japan and the raw data were left there and I had never imagined I must take them years after publication and of course the team there had changed and no one can help me to get the raw data and the editors thought I do not have, however now I came back to my country in the middle East.",NA,not modified,not modified
2023-06-20 15:23:42,2023-06-20 15:29:24,IP Address,100,342,True,2023-06-20 15:29:26,R_9MRmJblhOjtytnr,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 15:40:37,2023-06-20 15:41:15,IP Address,100,38,True,2023-06-20 15:41:16,R_etx54kZHU0IwrMR,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 15:51:22,2023-06-20 15:52:39,IP Address,100,76,True,2023-06-20 15:52:40,R_2En4zdLLWoHNIbB,email,EN,Yes,partially,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,2,No,NA,NA,not modified,not modified
2023-06-20 16:00:06,2023-06-20 16:00:38,IP Address,100,31,True,2023-06-20 16:00:39,R_6y4xXIMvIb6wTSh,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 16:08:35,2023-06-20 16:23:36,IP Address,100,901,True,2023-06-20 16:23:37,R_2UY081fJ395nGC2,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 16:29:06,2023-06-20 16:30:35,IP Address,100,88,True,2023-06-20 16:30:36,R_1kS7Ztt7yjxnzAV,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-15 08:45:55,2023-06-20 16:33:04,IP Address,100,460029,True,2023-06-20 16:33:07,R_6nzx8bztrlcpleN,email,EN,Yes,it was the main reason,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,"extreme stress
6",Yes,NA,NA,not modified,not modified
2023-06-20 16:04:33,2023-06-20 16:47:02,IP Address,100,2548,True,2023-06-20 16:47:04,R_2sYHHeynPeVyfx1,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 16:53:30,2023-06-20 16:59:59,IP Address,100,389,True,2023-06-20 17:00:01,R_2afwNGHuq5aif6U,email,EN,Yes,partially,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,4,Yes,NA,NA,not modified,not modified
2023-06-20 17:25:19,2023-06-20 17:25:33,IP Address,100,13,True,2023-06-20 17:25:35,R_2D5r7Ip3evvOSOi,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 17:35:11,2023-06-20 17:37:35,IP Address,100,144,True,2023-06-20 17:37:37,R_31RjbpxopNZGuj5,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 17:42:52,2023-06-20 17:43:30,Spam,100,38,True,2023-06-20 17:43:32,R_2zjCnYayeoFYiNM,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 17:41:15,2023-06-20 17:44:01,IP Address,100,166,True,2023-06-20 17:44:03,R_3kFdNJcyIvROi0I,email,EN,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 17:54:56,2023-06-20 17:56:33,IP Address,100,96,True,2023-06-20 17:56:34,R_1GBWstyrqaxaR88,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 16:06:36,2023-06-20 18:45:00,IP Address,100,9504,True,2023-06-20 18:45:02,R_2wQTnz90MrJawp9,email,EN,Yes,partially,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,"extreme stress
6",Yes,Pay attention to rounding errors and protocol registration on http://clinicaltrials.gov/,NA,not modified,not modified
2023-06-20 20:07:07,2023-06-20 20:17:18,IP Address,100,611,True,2023-06-20 20:17:20,R_32XhCLzKPzEKsLa,email,EN,Yes,it was the main reason,"Other, please specify:","I contacted the journal in a sense of honesty and openness to report that a compass bearing was written incorrectly. It was a simple entry problem, but in explaining why there was an entry problem I explained all the difficulties I had obtaining the readings. The reviewers took this to mean the data itself was incorrect, when really I was just trying to explain why I had selected from among the incorrect data points","Other, please specify:",a combination of technical issues and inattention,"extreme stress
6",Yes,"I feel that the reviewers did not offer ANY opportunities to correct the errors, nor did they take into consideration the fact that I contacted them to correct something I ALONE noticed as an error. As a new scholar at the time, I did not imagine that the response would be to retract the paper, and the retraction shows up as the only retraction in my bibliography database of 20,000 or more references. So there is also EXTREME shame, stigma, and embarrassment  associated with the fallout. It has forever changed my career trajectory.","What I have learned, sadly, and what I teach my students now is to remain staunchly defensive of anything you are lucky enough to get published. Never cast doubt on any of your conclusions, and never admit fault or mistake. Way to go!",not modified,not modified
2023-06-20 20:32:58,2023-06-20 20:33:45,IP Address,100,46,True,2023-06-20 20:33:46,R_z0Ye98QCHXWQzzr,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 18:56:57,2023-06-20 20:48:26,IP Address,100,6689,True,2023-06-20 20:48:27,R_3qCYbsNQSxFbGTc,email,EN,Yes,it was the main reason,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,5,Yes,NA,NA,not modified,not modified
2023-06-20 20:53:35,2023-06-20 20:54:16,IP Address,100,41,True,2023-06-20 20:54:17,R_1i86qajBJSa0jgJ,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-21 01:27:57,2023-06-21 01:42:04,IP Address,100,847,True,2023-06-21 01:42:05,R_1IQaowue8ga70a4,email,EN,Yes,it was the main reason,"Other, please specify:",Data Fabrication by a trainee from an outside organization,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,"extreme stress
6",No,NA,NA,not modified,not modified
2023-06-21 03:37:52,2023-06-21 04:13:24,IP Address,100,2131,True,2023-06-21 04:13:25,R_10xiGHOPZG7OKJs,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-21 04:14:38,2023-06-21 04:18:43,IP Address,100,244,True,2023-06-21 04:18:44,R_yrLUxgybPGW7uUh,email,EN,Yes,partially,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Bad skill management (e.g. improper training, inadequate training, insufficient training, insufficient training of coders, lack of training)",NA,"extreme stress
6",Yes,NA,NA,not modified,not modified
2023-06-21 04:12:01,2023-06-21 04:37:07,IP Address,100,1505,True,2023-06-21 04:37:08,R_YVSbb806jSa9RGF,email,EN,Yes,it was the main reason,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,5,Yes,Meta-analysis contains lots of detailed coding which is quite easier to get mistakes,The lessons I learnt was that to double double double check every detail of the coding and to have a good documentation management to make everything clear to stop and continue and easier for others to double check.,not modified,not modified
2023-06-21 07:36:45,2023-06-21 07:39:38,IP Address,100,172,True,2023-06-21 07:39:39,R_3PRZXqPBaNVBvaA,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:18:08,2023-06-21 08:45:08,IP Address,100,595619,True,2023-06-21 08:45:09,R_3kHv4v3suKUQSvN,email,EN,Yes,it was the main reason,"Technical/infrastructural problem (e.g. recording device not recording properly, failure of data collection software, technical failure, software error, technical issue with computer in recording)",NA,"Other, please specify:",Lack of control and Time pressure,5,Yes,NA,A better management and planning with experts before starting the work would help in avoiding errors.,not modified,not modified
2023-06-21 09:12:50,2023-06-21 09:13:22,IP Address,100,31,True,2023-06-21 09:13:23,R_2qmdsXfxriKxJnt,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-21 10:15:35,2023-06-21 10:17:51,IP Address,100,135,True,2023-06-21 10:17:52,R_2CDGeUFO6a3Qsej,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:17:04,2023-06-14 11:17:28,IP Address,25,23,False,2023-06-21 11:17:34,R_6eWUjqUqyvyPGjn,email,EN,Yes,it was the main reason,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:22:05,2023-06-14 11:22:24,IP Address,13,19,False,2023-06-21 11:22:28,R_1CjXvvJA4r402YK,email,EN,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:21:00,2023-06-14 11:23:19,IP Address,25,138,False,2023-06-21 11:23:21,R_3CO5uShVsq5REEc,email,EN,Yes,it was the main reason,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:29:39,2023-06-14 11:31:22,IP Address,25,102,False,2023-06-21 11:31:24,R_2q3t4sZYrnJmc9f,email,EN,Yes,partially,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:27:36,2023-06-14 12:12:21,IP Address,25,2684,False,2023-06-21 12:12:28,R_1EXuyZFxdXHSVjQ,email,EN,Yes,it was the main reason,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-21 12:14:31,2023-06-21 12:19:54,IP Address,100,323,True,2023-06-21 12:19:56,R_1HhHOLoXqCv8Jde,email,EN,Yes,partially,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,4,Yes,"I feel that there is not a universally accepted protocol in journals, other papers with the same mistakes as ours were ammended or corrected, but not retracted. We collaborated with the jorunal even generating new data to reproduce the conflicting data but after an extremely long period with no input from the journal our paper was retracted.",Check the data over and over,not modified,not modified
2023-06-21 12:56:41,2023-06-21 12:57:03,IP Address,100,21,True,2023-06-21 12:57:05,R_1hAvrvY04yNwZWF,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 13:28:35,2023-06-14 13:29:52,IP Address,25,77,False,2023-06-21 13:29:54,R_2saRNqmx8lkV86u,email,EN,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-21 14:20:31,2023-06-21 14:21:05,IP Address,100,33,True,2023-06-21 14:21:06,R_p0mdwJdO75XK6cx,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 14:42:48,2023-06-14 14:46:17,IP Address,25,208,False,2023-06-21 14:46:21,R_2rrnK2vbRluHIiA,email,EN,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-21 16:21:30,2023-06-21 16:22:48,IP Address,100,78,True,2023-06-21 16:22:49,R_2scFuRhC5iZnZ7H,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 13:05:24,2023-06-14 21:18:53,IP Address,25,29609,False,2023-06-21 21:18:55,R_1mUW0WFclrFJ2Hk,email,EN,Yes,it was the main reason,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-21 22:01:14,2023-06-21 22:02:11,IP Address,100,57,True,2023-06-21 22:02:12,R_25G9poOmKF0UANS,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-21 23:54:09,2023-06-21 23:54:31,IP Address,100,21,True,2023-06-21 23:54:32,R_233HfAdrlUlWNt8,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-22 18:38:55,2023-06-22 18:40:02,IP Address,100,66,True,2023-06-22 18:40:03,R_1N858AG4BLZ83rg,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-22 18:40:21,2023-06-22 18:40:28,IP Address,100,6,True,2023-06-22 18:40:29,R_0BZwPv9VB5n8Bj3,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-22 18:40:44,2023-06-22 18:40:52,IP Address,100,8,True,2023-06-22 18:40:54,R_300HtIElfEYStb7,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-23 04:20:09,2023-06-23 04:20:55,IP Address,100,46,True,2023-06-23 04:20:57,R_2AZlaVoDSiRbsoa,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-24 09:33:43,2023-06-24 09:34:54,IP Address,100,70,True,2023-06-24 09:34:54,R_3pgNUxb46PDc7WB,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-26 11:18:40,2023-06-26 11:20:01,IP Address,100,80,True,2023-06-26 11:20:02,R_2eP9uflhlKy4g9E,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-26 12:32:13,2023-06-26 12:33:01,IP Address,100,48,True,2023-06-26 12:33:02,R_3qHHnbPeJUJdA2k,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-26 12:35:07,2023-06-26 12:35:31,IP Address,100,23,True,2023-06-26 12:35:32,R_2Yfv6dDLoe0Resb,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-26 12:50:30,2023-06-26 12:51:38,IP Address,100,68,True,2023-06-26 12:51:39,R_2PAxVQeX5BqWY5l,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-26 13:01:20,2023-06-26 13:03:22,IP Address,100,122,True,2023-06-26 13:03:23,R_9YPOOtnIioYw8Sd,email,EN,Yes,it was the main reason,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,"no stress at all
0",No,The paper was re-published with the correct statistics. Actually the Results became statistically significant.,NA,not modified,not modified
2023-06-26 13:45:28,2023-06-26 13:46:06,IP Address,100,38,True,2023-06-26 13:46:08,R_25EnxIwsE8Oo9OE,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-26 14:02:56,2023-06-26 14:13:01,IP Address,100,604,True,2023-06-26 14:13:03,R_6kRe9sQZfXpYK0V,email,EN,Yes,partially,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,"extreme stress
6",Yes,"The biophysical collaborator mis-read the data labeling causing an error in analysis
(even though it was a data analysis which supports our main finding through an in silico analysis). Henceforth, I stopped doing collaboration study which (subject) I don't know.",Don't rely on the data which you don't understand,not modified,not modified
2023-06-26 14:28:37,2023-06-26 14:36:53,IP Address,100,496,True,2023-06-26 14:36:55,R_1kRiOLexXZC8jRU,email,EN,Yes,it was the main reason,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,"extreme stress
6",Yes,This process was very painful and had not much opportunity to defend our work,NA,not modified,not modified
2023-06-26 12:27:46,2023-06-26 14:39:17,IP Address,100,7891,True,2023-06-26 14:39:18,R_3lYaym1yHn5bRte,email,EN,Yes,it was the main reason,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,"extreme stress
6",Yes,"This was the hardest issue in my academic life ,
Made me very stressful and guilty feeling of simple errors that changed the outcome of two out of 5  important parameters","The lessons are :
1. Don't involve an author who is short of adequate knowledge of publication process, the statistics and commitment to review and criticize the work ,
2. Consult professional statistician to check the tests and data use",not modified,not modified
2023-06-26 18:50:38,2023-06-26 18:53:40,IP Address,100,182,True,2023-06-26 18:53:41,R_2XioncbqnJ4qRMT,email,EN,Yes,partially,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,5,Yes,NA,NA,not modified,not modified
2023-06-26 16:40:01,2023-06-26 22:00:05,IP Address,100,19203,True,2023-06-26 22:00:06,R_8G4a4ms07H3ybV7,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-26 22:01:41,2023-06-26 22:02:24,IP Address,100,43,True,2023-06-26 22:02:26,R_30l5nEdzfLa0Yex,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-26 19:04:58,2023-06-26 22:49:41,IP Address,100,13483,True,2023-06-26 22:49:42,R_29fRyBMA4xSMlDW,email,EN,Yes,partially,"Other, please specify:",after publication - some studies were not reproducible in our hands and we had no documentation of previous studies to back up the published claims - so we retracted the entire paper though much of it was correct - this was a bench science project - not clinical research,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,"extreme stress
6",Yes,we have reproduced much of the work and carried that forward to a most interesting paper - on another topic though - t,sure  - happy to discuss,not modified,not modified
2023-06-27 05:24:25,2023-06-27 05:25:01,IP Address,100,36,True,2023-06-27 05:25:03,R_51I98RVscUbXjXj,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-27 05:01:18,2023-06-27 05:45:22,IP Address,100,2643,True,2023-06-27 05:45:23,R_1n94OgaDKL8wnLE,email,EN,Yes,it was the main reason,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Bad skill management (e.g. improper training, inadequate training, insufficient training, insufficient training of coders, lack of training)",NA,"extreme stress
6",Yes,"The first author is suffering an eye surgery when he provides the manuscript for his master degree graduation, due to short of inadequate training and the complex meta data, four wrong sequence names were input wrongly, with one of number reversed fore and after, one wrong accession of bacteria, one identical sequence with another but maybe from one sample at a different part, one can't be defined wrong. We tried to trace to the source of data but we are defeated,  the first author died at one traffic accident in his homeland.","We sorry for this retraction and for the student. As the corresponding author, I am defaut at the careful revision for the data , and did not provide enough training for him.",not modified,not modified
2023-06-27 05:50:01,2023-06-27 06:50:57,IP Address,100,3656,True,2023-06-27 06:50:59,R_0dBq3V0brpjTaEh,email,EN,Yes,partially,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,"extreme stress
6",No,to further make entire suvery of research question and research design and perform experiment carefully and properly.,To further perform experiments to validate the research hypothesis and handle the data analysis properly and to avoid the potential conflict of interest when make the article publish publicly,not modified,not modified
2023-06-26 12:26:12,2023-06-27 08:32:51,IP Address,100,72399,True,2023-06-27 08:32:53,R_2eRNkGLXhavS7Jm,email,EN,Yes,partially,"Other, please specify:",Ommission of an author,"Other, please specify:",NA,4,No,"My retraction was not due to data management error. It was due to an abusive relationship I had with my supervisor who initially did not want to be on the paper and allowed me to proceed, and later felt furious that I succeeded without him. He threatened me to retract the paper or face dismissal from from PhD scholarship and studies.",My retraction remains one of the hardest points in my academic career. It was a show of power by those in authority. My email is [deleted identifiable information] for more,modified,not modified
2023-06-14 16:31:30,2023-06-20 08:46:49,IP Address,25,490518,False,2023-06-27 08:46:54,R_42uFUueptMui7Cx,email,EN,Yes,partially,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-27 11:26:46,2023-06-27 11:31:55,IP Address,100,309,True,2023-06-27 11:31:57,R_1flwGBC7S0kTfWx,email,EN,Yes,it was the main reason,"Other, please specify:",The mistake in our paper is not in the paper it is in a copy and paste error in the data file that was uploaded to a public repository. The repository file has  an error that was made when trying to make the date available in a format that would be most useful to the most amount of scientists,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,"extreme stress
6",No,There are vigilante scientists now that comb through data abs look for mistakes. Honest mistakes are no longer even considered to be honest or accidental.,Happy to talk about everything but this entire process has been such a nightmare and what is even more frustrating is that the paper is correct. The mistake is in an extra file that could have been corrected.,not modified,not modified
2023-06-20 13:46:36,2023-06-20 13:47:09,IP Address,13,32,False,2023-06-27 13:47:12,R_1isnuTwwWrM9Gkt,email,EN,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-27 13:58:38,2023-06-27 14:10:56,IP Address,100,737,True,2023-06-27 14:10:57,R_Y02jyStUzz2j1LP,email,EN,Yes,it was the main reason,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Physical and/or mental constraints (e.g. confusion, distraction, erroneous reasoning, forgetfulness, mental error, stress)",NA,"extreme stress
6",Yes,"1) Do not trust the published literature. My retracted article was a compilation of data from the literature. It turns out, some of the data in the compilation are erroneous. The error simply propagated through to the compilation and analyses.
2) Be aware that when you publish in a high-impact journal, the 'bad side' of academia becomes the worst side. The language and tone of the original [deleted identifiable information] paper [deleted identifiable information] were too unpalatable that the journal Nature itself would not consider to publish it unless and until they rewrote. Some people are just too full of themselves and are determined to humiliate you more than necessary.
3) Do not trust your co-author. I asked my co-author (who happens to be my PhD supervisor) to invite more co-authors with the relevant skills and expertise, and also to double check my work. But my co-author disapproved. He wanted the paper to be a two-authored paper, i.e., I and him.","I went public with my experience here: [deleted identifiable information]
Email: [deleted identifiable information]",modified,modified
